file,cohort,channel,sf,n,mean,std,rms,min,max,p1,p99,nan,flat_frac
SC4001E0-PSG.edf,SC,EEG Fpz-Cz,100.0,7950000,0.16550561890939275,25.90938238369947,25.90991099202478,-192.0,170.6197802197802,-71.31428571428572,71.40805860805861,0,0.0023685564384357716
SC4001E0-PSG.edf,SC,EEG Pz-Oz,100.0,7950000,-0.3508537159444431,11.426042623282056,11.431428097969652,-171.08791208791212,196.0,-31.354578754578768,31.02637362637362,0,0.004552206983908156
SC4001E0-PSG.edf,SC,EOG horizontal,100.0,7950000,0.8605218389660652,73.33068678509723,73.33573564238223,-511.7687423687424,517.1894993894994,-207.22075702075702,230.87496947496948,0,0.0090742252505978
SC4001E0-PSG.edf,SC,Resp oro-nasal,1.0,79500,126.9654465408805,171.59601218342294,213.4605725012903,-1748.0,1806.0,-346.0,647.0,0,0.010402646574170744
SC4001E0-PSG.edf,SC,EMG submental,1.0,79500,2.950010641509434,0.9569469341109612,3.101340068377422,-0.108,3.81,0.11800000000000001,3.63,0,0.009295714411502032
SC4001E0-PSG.edf,SC,Temp rectal,1.0,79500,36.982217366605795,0.3672271014905939,36.984040572859925,34.70860215053764,37.49677419354839,36.053720430107525,37.435483870967744,0,0.01626435552648461
SC4001E0-PSG.edf,SC,Event marker,1.0,79500,858.3775597484276,36.07171458761636,859.1351486657708,136.0,980.0,781.0,936.0,0,0.015547365375665102
SC4002E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8490000,0.6701518756390735,29.04089249592803,29.048623728095478,-208.0,209.0,-78.77582417582418,82.1179487179487,0,0.001974089486560055
SC4002E0-PSG.edf,SC,EEG Pz-Oz,100.0,8490000,1.0932798688394363,12.553085038119582,12.600603352453854,-200.0,177.94871794871793,-33.60439560439561,36.09523809523808,0,0.003910487527076003
SC4002E0-PSG.edf,SC,EOG horizontal,100.0,8490000,1.4132964257310667,65.15004010926543,65.16536758912574,-585.2478632478633,552.4871794871796,-191.69474969474967,210.05738705738707,0,0.0102709190470189
